station_id,station_name,timestamp,latitude,longitude,elevation_m,temperature_c,pressure_hpa,relative_humidity_pct,pressure_type,is_injected,scenario_id,scenario_type,target_class,fault_type,injection_magnitude,missing_t,missing_p,missing_rh
INM00042111,DEHRADUN,2023-01-01 09:00:00,30.3167,78.0333,682.0,17.4,1017.4,63.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-01 12:00:00,28.5845,77.2058,214.9,18.0,1018.9,62.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-01 12:00:00,26.2511,73.0489,218.5,22.2,1017.6,34.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-01 12:00:00,30.3167,78.0333,682.0,14.7,1018.8,84.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-01 15:00:00,28.5845,77.2058,214.9,13.8,1021.0,87.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-01 15:00:00,26.2511,73.0489,218.5,13.2,1020.3,60.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-01 15:00:00,30.3167,78.0333,682.0,11.8,1020.3,93.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-01 18:00:00,28.5845,77.2058,214.9,12.5,1021.6,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-01 18:00:00,26.2511,73.0489,218.5,10.4,1020.6,70.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-01 18:00:00,30.3167,78.0333,682.0,10.6,1021.4,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-01 21:00:00,28.5845,77.2058,214.9,11.2,1020.9,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-01 21:00:00,26.2511,73.0489,218.5,8.6,1020.5,81.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-01 21:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-02 00:00:00,28.5845,77.2058,214.9,9.5,1020.8,94.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 00:00:00,26.2511,73.0489,218.5,9.2,1019.3,71.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 00:00:00,30.3167,78.0333,682.0,7.6,1020.1,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 03:00:00,28.5845,77.2058,214.9,11.6,1022.7,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 03:00:00,26.2511,73.0489,218.5,10.2,1021.6,72.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 03:00:00,30.3167,78.0333,682.0,7.8,1021.6,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 06:00:00,28.5845,77.2058,214.9,15.7,1023.2,71.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 06:00:00,26.2511,73.0489,218.5,19.2,1021.5,47.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 06:00:00,30.3167,78.0333,682.0,16.2,1019.9,60.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 09:00:00,28.5845,77.2058,214.9,16.4,1020.6,70.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 09:00:00,26.2511,73.0489,218.5,23.8,1018.2,27.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 09:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-02 12:00:00,28.5845,77.2058,214.9,15.0,1020.5,80.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 12:00:00,26.2511,73.0489,218.5,22.0,1018.1,36.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 12:00:00,30.3167,78.0333,682.0,15.0,1018.2,79.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 15:00:00,28.5845,77.2058,214.9,12.2,1022.1,91.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 15:00:00,26.2511,73.0489,218.5,14.2,1020.2,59.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 15:00:00,30.3167,78.0333,682.0,9.8,1021.2,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 18:00:00,28.5845,77.2058,214.9,10.2,1022.8,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 18:00:00,26.2511,73.0489,218.5,13.4,1020.9,54.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 18:00:00,30.3167,78.0333,682.0,9.0,1021.7,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-02 21:00:00,28.5845,77.2058,214.9,9.2,1022.1,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-02 21:00:00,26.2511,73.0489,218.5,12.0,1020.2,58.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-02 21:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-03 00:00:00,28.5845,77.2058,214.9,11.2,1021.5,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 00:00:00,26.2511,73.0489,218.5,11.0,1020.3,76.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 00:00:00,30.3167,78.0333,682.0,6.6,1021.5,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 03:00:00,28.5845,77.2058,214.9,11.2,1023.6,85.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 03:00:00,26.2511,73.0489,218.5,10.8,1022.9,78.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 03:00:00,30.3167,78.0333,682.0,6.8,1022.5,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 06:00:00,28.5845,77.2058,214.9,13.4,1024.0,77.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 06:00:00,26.2511,73.0489,218.5,18.8,1022.5,53.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 06:00:00,30.3167,78.0333,682.0,16.2,1020.8,62.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 09:00:00,28.5845,77.2058,214.9,15.6,1021.3,66.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 09:00:00,26.2511,73.0489,218.5,22.8,1019.3,30.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 09:00:00,30.3167,78.0333,682.0,18.6,1017.5,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 12:00:00,28.5845,77.2058,214.9,14.6,1021.1,70.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 12:00:00,26.2511,73.0489,218.5,21.0,1019.3,29.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 12:00:00,30.3167,78.0333,682.0,14.0,1019.8,67.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 15:00:00,28.5845,77.2058,214.9,10.0,1022.7,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 15:00:00,26.2511,73.0489,218.5,16.8,1021.8,36.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 15:00:00,30.3167,78.0333,682.0,8.4,1021.4,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 18:00:00,28.5845,77.2058,214.9,7.5,1022.1,93.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 18:00:00,26.2511,73.0489,218.5,14.0,1022.7,43.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 18:00:00,30.3167,78.0333,682.0,7.0,1021.9,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-03 21:00:00,28.5845,77.2058,214.9,6.6,1022.5,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-03 21:00:00,26.2511,73.0489,218.5,12.8,1022.4,47.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-03 21:00:00,30.3167,78.0333,682.0,5.8,1021.6,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 00:00:00,28.5845,77.2058,214.9,7.6,1022.5,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 00:00:00,26.2511,73.0489,218.5,8.4,1022.2,68.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 00:00:00,30.3167,78.0333,682.0,5.0,1021.3,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 03:00:00,28.5845,77.2058,214.9,6.6,1025.1,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 03:00:00,26.2511,73.0489,218.5,7.8,1024.7,75.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 03:00:00,30.3167,78.0333,682.0,6.0,1023.2,94.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 06:00:00,28.5845,77.2058,214.9,10.5,1024.4,77.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 06:00:00,26.2511,73.0489,218.5,16.2,1024.3,44.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 06:00:00,30.3167,78.0333,682.0,16.5,1021.0,49.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 09:00:00,28.5845,77.2058,214.9,15.6,1012.5,59.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 09:00:00,26.2511,73.0489,218.5,21.0,1020.5,21.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 09:00:00,30.3167,78.0333,682.0,21.2,1016.6,40.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 12:00:00,28.5845,77.2058,214.9,13.2,1012.6,75.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 12:00:00,26.2511,73.0489,218.5,19.4,1020.0,28.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 12:00:00,30.3167,78.0333,682.0,16.5,1017.9,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 15:00:00,28.5845,77.2058,214.9,8.4,1023.0,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 15:00:00,26.2511,73.0489,218.5,13.6,1021.9,38.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 15:00:00,30.3167,78.0333,682.0,9.8,1021.5,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 18:00:00,28.5845,77.2058,214.9,6.6,1023.8,94.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 18:00:00,26.2511,73.0489,218.5,13.4,1022.5,42.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 18:00:00,30.3167,78.0333,682.0,7.0,1022.6,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-04 21:00:00,28.5845,77.2058,214.9,5.4,1023.3,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-04 21:00:00,26.2511,73.0489,218.5,10.8,1022.2,56.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-04 21:00:00,30.3167,78.0333,682.0,6.4,1022.4,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 00:00:00,28.5845,77.2058,214.9,7.0,1023.0,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 00:00:00,26.2511,73.0489,218.5,8.2,1022.3,70.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 00:00:00,30.3167,78.0333,682.0,5.0,1021.7,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 03:00:00,28.5845,77.2058,214.9,7.0,1025.3,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 03:00:00,26.2511,73.0489,218.5,7.0,1022.9,74.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 03:00:00,30.3167,78.0333,682.0,6.4,1023.1,89.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 06:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIJO,JODHPUR,2023-01-05 06:00:00,26.2511,73.0489,218.5,17.0,1023.8,38.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 06:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-05 09:00:00,28.5845,77.2058,214.9,15.0,1022.7,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 09:00:00,26.2511,73.0489,218.5,21.6,1020.3,24.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 09:00:00,30.3167,78.0333,682.0,21.0,1018.2,43.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 12:00:00,28.5845,77.2058,214.9,13.7,1023.2,74.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 12:00:00,26.2511,73.0489,218.5,20.4,1020.2,26.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 12:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-05 15:00:00,28.5845,77.2058,214.9,9.4,1025.2,87.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 15:00:00,26.2511,73.0489,218.5,13.8,1022.5,37.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 15:00:00,30.3167,78.0333,682.0,9.0,1023.1,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 18:00:00,28.5845,77.2058,214.9,8.2,1026.0,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-05 18:00:00,26.2511,73.0489,218.5,10.7,1023.4,46.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 18:00:00,30.3167,78.0333,682.0,8.0,1024.6,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-05 21:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIJO,JODHPUR,2023-01-05 21:00:00,26.2511,73.0489,218.5,9.6,1023.0,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-05 21:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-06 00:00:00,28.5845,77.2058,214.9,5.6,1023.9,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 00:00:00,26.2511,73.0489,218.5,7.5,1021.6,53.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 00:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-06 03:00:00,28.5845,77.2058,214.9,7.6,1025.6,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 03:00:00,26.2511,73.0489,218.5,8.0,1023.9,62.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 03:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-06 06:00:00,28.5845,77.2058,214.9,11.0,1026.6,76.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 06:00:00,26.2511,73.0489,218.5,18.8,1022.9,29.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 06:00:00,30.3167,78.0333,682.0,16.0,1022.5,58.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-06 09:00:00,28.5845,77.2058,214.9,15.4,1023.2,58.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 09:00:00,26.2511,73.0489,218.5,24.0,1020.4,24.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 09:00:00,30.3167,78.0333,682.0,19.0,1020.0,52.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-06 12:00:00,28.5845,77.2058,214.9,13.6,1022.7,65.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 12:00:00,26.2511,73.0489,218.5,22.6,1019.6,32.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 12:00:00,30.3167,78.0333,682.0,14.7,1020.2,74.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-06 15:00:00,28.5845,77.2058,214.9,9.0,1024.4,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 15:00:00,26.2511,73.0489,218.5,16.2,1021.4,33.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 15:00:00,30.3167,78.0333,682.0,10.0,1023.1,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-06 18:00:00,28.5845,77.2058,214.9,6.6,1024.7,91.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-06 18:00:00,26.2511,73.0489,218.5,13.2,1022.0,40.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-06 18:00:00,30.3167,78.0333,682.0,7.7,1023.5,98.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-06 21:00:00,28.5845,77.2058,214.9,5.5,1024.4,93.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
