station_id,station_name,timestamp,latitude,longitude,elevation_m,temperature_c,pressure_hpa,relative_humidity_pct,pressure_type,is_injected,scenario_id,scenario_type,target_class,fault_type,injection_magnitude
INI0000VIJO,JODHPUR,2023-07-05 06:00:00,26.2511,73.0489,218.5,34.37021276595745,998.1,63.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-05 09:00:00,26.2511,73.0489,218.5,36.755319148936174,995.7,55.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-05 12:00:00,26.2511,73.0489,218.5,36.840425531914896,994.4,52.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-05 15:00:00,26.2511,73.0489,218.5,34.92553191489362,995.2,58.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-05 18:00:00,26.2511,73.0489,218.5,34.11063829787234,998.1,61.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-05 21:00:00,26.2511,73.0489,218.5,33.59574468085106,997.3,63.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 00:00:00,26.2511,73.0489,218.5,27.680851063829788,998.6,84.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 03:00:00,26.2511,73.0489,218.5,30.76595744680851,999.7,74.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 06:00:00,26.2511,73.0489,218.5,35.351063829787236,999.7,63.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 09:00:00,26.2511,73.0489,218.5,36.53617021276596,998.0,65.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 12:00:00,26.2511,73.0489,218.5,29.02127659574468,997.4,94.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 15:00:00,26.2511,73.0489,218.5,30.106382978723403,999.6,82.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 18:00:00,26.2511,73.0489,218.5,29.79148936170213,1001.4,86.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-06 21:00:00,26.2511,73.0489,218.5,27.77659574468085,999.8,92.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 00:00:00,26.2511,73.0489,218.5,28.061702127659572,999.7,93.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 03:00:00,26.2511,73.0489,218.5,29.9468085106383,1001.1,86.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 06:00:00,26.2511,73.0489,218.5,33.231914893617024,1001.0,71.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 09:00:00,26.2511,73.0489,218.5,37.11702127659574,998.4,60.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 12:00:00,26.2511,73.0489,218.5,28.30212765957447,998.2,98.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 15:00:00,26.2511,73.0489,218.5,28.78723404255319,1000.2,97.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 18:00:00,26.2511,73.0489,218.5,28.872340425531917,1001.6,97.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-07 21:00:00,26.2511,73.0489,218.5,28.55744680851064,1000.4,97.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 00:00:00,26.2511,73.0489,218.5,28.642553191489363,1000.0,95.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 03:00:00,26.2511,73.0489,218.5,31.327659574468086,1000.3,83.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 06:00:00,26.2511,73.0489,218.5,33.712765957446805,999.9,76.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 09:00:00,26.2511,73.0489,218.5,33.797872340425535,998.5,76.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 12:00:00,26.2511,73.0489,218.5,33.08297872340425,998.2,80.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 15:00:00,26.2511,73.0489,218.5,30.16808510638298,999.4,93.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 18:00:00,26.2511,73.0489,218.5,30.0531914893617,1000.6,96.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-08 21:00:00,26.2511,73.0489,218.5,29.438297872340428,999.3,98.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 00:00:00,26.2511,73.0489,218.5,30.32340425531915,999.8,95.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 03:00:00,26.2511,73.0489,218.5,31.00851063829787,1000.1,94.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 06:00:00,26.2511,73.0489,218.5,32.59361702127659,1000.7,82.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 09:00:00,26.2511,73.0489,218.5,35.17872340425532,998.8,78.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 12:00:00,26.2511,73.0489,218.5,34.263829787234044,997.9,80.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 15:00:00,26.2511,73.0489,218.5,31.848936170212767,1000.3,91.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 18:00:00,26.2511,73.0489,218.5,30.73404255319149,1001.2,90.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-09 21:00:00,26.2511,73.0489,218.5,30.01914893617021,1000.7,93.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 00:00:00,26.2511,73.0489,218.5,30.404255319148938,1000.4,94.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 03:00:00,26.2511,73.0489,218.5,30.98936170212766,1001.2,93.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 06:00:00,26.2511,73.0489,218.5,29.074468085106382,1002.4,96.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 09:00:00,26.2511,73.0489,218.5,34.85957446808511,1000.5,79.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 12:00:00,26.2511,73.0489,218.5,35.944680851063836,999.1,75.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 15:00:00,26.2511,73.0489,218.5,33.52978723404255,1000.5,85.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 18:00:00,26.2511,73.0489,218.5,32.61489361702127,1001.5,94.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIJO,JODHPUR,2023-07-10 21:00:00,26.2511,73.0489,218.5,32.0,1000.8,91.0,sea_level_pressure,True,DRIFT_JDH_001,drift,sensor_data_anomaly,drift,4.0
INI0000VIDD,SAFDARJUNG,2023-08-15 00:00:00,28.5845,77.2058,214.9,33.0,1003.1,89.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 03:00:00,28.5845,77.2058,214.9,34.0,1003.9,88.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 06:00:00,28.5845,77.2058,214.9,38.2,1003.7,70.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 09:00:00,28.5845,77.2058,214.9,33.6,1003.4,86.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 12:00:00,28.5845,77.2058,214.9,37.5,1001.5,70.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 15:00:00,28.5845,77.2058,214.9,35.8,1002.7,81.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 18:00:00,28.5845,77.2058,214.9,34.2,1004.1,88.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-15 21:00:00,28.5845,77.2058,214.9,33.2,1003.7,92.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 00:00:00,28.5845,77.2058,214.9,32.8,1003.0,93.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 03:00:00,28.5845,77.2058,214.9,35.2,1004.1,83.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 06:00:00,28.5845,77.2058,214.9,38.5,1003.9,71.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 09:00:00,28.5845,77.2058,214.9,40.0,1001.6,63.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 12:00:00,28.5845,77.2058,214.9,39.5,1001.6,61.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 15:00:00,28.5845,77.2058,214.9,37.8,1000.9,70.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 18:00:00,28.5845,77.2058,214.9,36.0,1002.2,83.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INI0000VIDD,SAFDARJUNG,2023-08-16 21:00:00,28.5845,77.2058,214.9,34.6,1001.6,88.0,sea_level_pressure,True,BIAS_DEL_001,bias,sensor_data_anomaly,bias,5.0
INM00042111,DEHRADUN,2023-09-20 00:00:00,30.3167,78.0333,682.0,26.4901424590337,1005.3190166515724,76.84602655598691,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 03:00:00,30.3167,78.0333,682.0,25.785207096486445,999.0537344262646,86.77096799114328,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 06:00:00,30.3167,78.0333,682.0,33.643065614302074,1009.9352694726191,49.10371109374547,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 09:00:00,30.3167,78.0333,682.0,36.36908956922407,994.6749381001739,48.05235558397651,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 12:00:00,30.3167,78.0333,682.0,28.997539875829993,1002.4531815700286,91.58778522705865,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 15:00:00,30.3167,78.0333,682.0,26.29758912915246,989.6419792567214,86.29068439416157,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 18:00:00,30.3167,78.0333,682.0,29.937638446522172,996.4308837066094,92.81033845625508,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-20 21:00:00,30.3167,78.0333,682.0,27.002304187458726,1005.3811674152148,76.90302176543852,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 00:00:00,30.3167,78.0333,682.0,22.591576842195146,1008.7307994799725,88.4674073056978,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 03:00:00,30.3167,78.0333,682.0,27.827680130757894,1006.5282096871398,81.3310710765184,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 06:00:00,30.3167,78.0333,682.0,29.209746921562616,1003.6061103056705,57.188077070932366,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 09:00:00,30.3167,78.0333,682.0,30.40281073928923,998.9933778264642,70.50837622014807,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 12:00:00,30.3167,78.0333,682.0,31.925886814698103,991.0288680577954,60.79233572097434,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 15:00:00,30.3167,78.0333,682.0,21.860159266026606,998.6809347496318,79.49967500248067,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 18:00:00,30.3167,78.0333,682.0,20.8252465024609,1001.3361673742413,79.77952065324723,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INM00042111,DEHRADUN,2023-09-21 21:00:00,30.3167,78.0333,682.0,23.813137412277083,1010.2427333573135,100.0,sea_level_pressure,True,NOISE_DDN_001,noise,sensor_data_anomaly,noise,3.0
INI0000VIJO,JODHPUR,2023-10-10 00:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 03:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 06:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 09:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 12:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 15:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 18:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-10 21:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 00:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 03:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 06:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 09:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 12:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 15:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 18:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIJO,JODHPUR,2023-10-11 21:00:00,26.2511,73.0489,218.5,,,,sea_level_pressure,True,COMM_JDH_001,communication_failure,sensor_data_anomaly,communication_failure,1.0
INI0000VIDD,SAFDARJUNG,2023-11-05 00:00:00,28.5845,77.2058,214.9,18.0,1013.7,98.0,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIJO,JODHPUR,2023-11-05 00:00:00,26.2511,73.0489,218.5,20.0,1012.5,69.0,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INM00042111,DEHRADUN,2023-11-05 00:00:00,30.3167,78.0333,682.0,13.6,1012.9,96.0,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIDD,SAFDARJUNG,2023-11-05 03:00:00,28.5845,77.2058,214.9,19.32769091786216,1015.2841766183645,94.75252985509344,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIJO,JODHPUR,2023-11-05 03:00:00,26.2511,73.0489,218.5,21.927690917862158,1013.8841766183644,63.75252985509344,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INM00042111,DEHRADUN,2023-11-05 03:00:00,30.3167,78.0333,682.0,16.72769091786216,1014.8841766183644,82.75252985509344,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIDD,SAFDARJUNG,2023-11-05 06:00:00,28.5845,77.2058,214.9,29.0235782507653,1013.4865267138483,59.5595801415452,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIJO,JODHPUR,2023-11-05 06:00:00,26.2511,73.0489,218.5,32.4235782507653,1012.8865267138484,33.5595801415452,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INM00042111,DEHRADUN,2023-11-05 06:00:00,30.3167,78.0333,682.0,27.1235782507653,1011.7865267138484,41.5595801415452,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIDD,SAFDARJUNG,2023-11-05 09:00:00,28.5845,77.2058,214.9,32.657248383023656,1010.9244294954151,41.47328848624516,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIJO,JODHPUR,2023-11-05 09:00:00,26.2511,73.0489,218.5,36.557248383023655,1009.8244294954151,20.47328848624516,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INM00042111,DEHRADUN,2023-11-05 09:00:00,30.3167,78.0333,682.0,28.257248383023654,1009.724429495415,47.47328848624516,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
INI0000VIDD,SAFDARJUNG,2023-11-05 12:00:00,28.5845,77.2058,214.9,31.10100688917088,1010.5137103490453,52.541131047135636,sea_level_pressure,True,GENUINE_REGIONAL_001,genuine_regional_event,likely_genuine_event,none,3.5
